"ent","sigle","siteID","siteName","lon","lat","elev","poldiv1","region","nsample","ndate","clammodel","use","upperdepth","lowerdepth"
1338,"LINGR3CN",1080,"Lingreville",-1.543056,48.929722,5,"FRA","France",19,0,1,2,NA,NA
1339,"LINGR3CE",1080,"Lingreville",-1.543056,48.929722,5,"FRA","France",15,0,NA,NA,NA,NA
1340,"LINGREV4",1080,"Lingreville",-1.543056,48.929722,5,"FRA","France",29,1,1,2,NA,NA
1341,"LINGREV5",1080,"Lingreville",-1.543056,48.929722,5,"FRA","France",15,0,1,2,NA,NA
1342,"LINGREV6",1080,"Lingreville",-1.543056,48.929722,5,"FRA","France",22,0,1,2,NA,NA
1343,"LINGREV3",1080,"Lingreville",-1.543056,48.929722,5,"FRA","France",10,0,NA,NA,NA,NA
1344,"LING1B17",1080,"Lingreville",-1.543056,48.929722,5,"FRA","France",52,0,1,2,NA,NA
1345,"MASTCLAI",1081,"Marais de Marchesieux",-1.3,49.173333,5,"FRA","France",65,2,1,2,NA,NA
1346,"TOCQUEB1",1082,"Tocqueboeuf",-1.416667,49.688889,27,"FRA","France",18,1,1,2,NA,NA
1347,"TOCQUEB2",1082,"Tocqueboeuf",-1.416667,49.688889,27,"FRA","France",30,1,1,2,NA,NA
1348,"TOCQUEST",1082,"Tocqueboeuf",-1.416667,49.688889,27,"FRA","France",17,0,1,2,NA,NA
1349,"MATHON",1083,"Tourbière de Mathon",-1.5,49.218889,20,"FRA","France",37,0,1,2,NA,NA
1350,"GEFONTE4",1084,"Geffosse Fontenay",-1.083333,49.365,12,"FRA","France",47,0,1,2,NA,NA
1351,"STCOMONT",1085,"Saint-Côme du Mont",-1.270833,49.335,25,"FRA","France",24,0,1,2,NA,NA
1352,"CHFPONES",1086,"Chef-du-Pont",-1.360556,49.381944,2,"FRA","France",36,3,2,2,NA,1000
1353,"GATTEMAR",1087,"Anse de Gattemare",-1.298056,49.692778,1,"FRA","France",22,3,2,2,NA,NA
1354,"CRABEC",1088,"Havre de Crabec",-1.275,49.683333,2,"FRA","France",51,0,1,2,NA,NA
1355,"MONFHAYE",1089,"Montfarville",-1.254167,49.645,3,"FRA","France",17,0,1,2,NA,NA
1356,"MONFLAND",1089,"Montfarville",-1.254167,49.645,3,"FRA","France",15,0,1,2,NA,NA
1357,"MRELAMAR",1090,"Anse de la Mare",-1.230833,49.625278,0,"FRA","France",8,2,1,2,NA,NA
1358,"BERVILLE",1091,"Berville-sur-Seine",0.9,49.483333,4,"FRA","France",45,6,1,1,NA,NA
1359,"YVILLE",1092,"Yville",0.889167,49.424167,5,"FRA","France",15,0,NA,NA,NA,NA
1360,"JUMIEGES",1093,"Jumièges",0.839167,49.395833,4,"FRA","France",19,0,NA,NA,NA,NA
1361,"BLAINVIL",1094,"Blainville-sur-Orne",-0.308889,49.203056,5,"FRA","France",16,0,2,2,NA,1000
1362,"REPUB1",1095,"Caen",-0.36,49.184444,11,"FRA","France",29,0,1,2,NA,NA
1363,"REPUBA",1095,"Caen",-0.36,49.184444,11,"FRA","France",9,0,1,1,NA,NA
1364,"REPUBB",1095,"Caen",-0.36,49.184444,11,"FRA","France",6,0,1,1,NA,NA
1365,"REPUBD",1095,"Caen",-0.36,49.184444,11,"FRA","France",28,0,1,2,NA,NA
1366,"PONTEVEQ",1096,"Pont-l'Eveque Le Lac",-0.199722,49.275,9,"FRA","France",9,1,1,2,NA,NA
1367,"MARDIVES",1097,"Marais de la Dives",-0.15,49.25,3,"FRA","France",13,1,1,2,NA,1200
1368,"PETIVIC1",1098,"Petiville",-0.166667,49.233333,2,"FRA","France",20,4,2,2,NA,NA
1369,"TROARNC0",1099,"Troarn Saint-Samson",-0.168056,49.183611,2,"FRA","France",25,3,1,2,NA,NA
1370,"TROARNC2",1099,"Troarn Saint-Samson",-0.168056,49.183611,2,"FRA","France",42,6,2,2,NA,NA
1371,"BELLENGR",1100,"Bellengreville",-0.215,49.116667,20,"FRA","France",42,5,2,2,NA,NA
1372,"ANNERAY",1101,"Anneray",-0.059444,49.159444,5,"FRA","France",18,2,1,2,NA,NA
1373,"ROTS1",1102,"Rots",-0.480556,49.208333,50,"FRA","France",38,0,NA,NA,NA,NA
1374,"ROTS2",1102,"Rots",-0.480556,49.208333,50,"FRA","France",25,0,NA,NA,NA,NA
1375,"ROTS3",1102,"Rots",-0.480556,49.208333,50,"FRA","France",46,0,NA,NA,NA,NA
1376,"CAIRON",1103,"Cairon",-0.449722,49.238889,38,"FRA","France",30,4,2,2,NA,NA
1377,"FONTHENR",1104,"Fontaine Henry",-0.453333,49.2775,20,"FRA","France",60,4,2,2,NA,NA
1378,"REVIERS4",1105,"Reviers",-0.466667,49.301111,14,"FRA","France",20,0,NA,NA,NA,NA
1379,"REVIERF2",1105,"Reviers",-0.466667,49.301111,14,"FRA","France",15,0,NA,NA,NA,NA
1380,"REVIERF3",1105,"Reviers",-0.466667,49.301111,14,"FRA","France",14,0,NA,NA,NA,NA
1381,"REVIERE1",1105,"Reviers",-0.466667,49.301111,14,"FRA","France",15,3,2,2,NA,NA
1382,"ELKHALED",1106,"Oumm el-Khaled",7.6,35.083333,970,"DZA","Algeria",12,2,NA,NA,NA,NA
1383,"GORGIAS",1107,"Tourbière Saint-Etienne de Tinet",6.823056,44.243611,2180,"FRA","France",117,0,NA,NA,NA,NA
1384,"LUGANO",1108,"Lake Lugano",8.971944,45.991667,270,"CHE","Switzerland",95,0,NA,NA,NA,NA
1385,"CEAUX",1109,"Ceaux",0.228333,46.32,114,"FRA","France",14,0,NA,NA,NA,NA
1386,"ONOZ",1110,"Lake Onoz",5.654167,46.476111,567,"FRA","France",134,0,NA,NA,NA,NA
1387,"ARINTHOD",1111,"Tourbière d'Arinthod",5.562778,46.396389,424,"FRA","France",144,0,NA,NA,NA,NA
1388,"CHANTEME",1112,"Chantemerle",0.016667,45.916667,69,"FRA","France",20,2,1,2,NA,NA
1389,"MURSOLOG",1113,"Tourbière de Mur de Sologne",-1.608889,47.411667,115,"FRA","France",80,8,1,2,NA,NA
1390,"TIGAL",1114,"Tigalmamine",-5.35,32.9,1626,"MAR","Morocco",110,11,2,2,NA,NA
1391,"PUYDGOUT",1115,"Puy des Gouttes",2.955,45.828611,1134,"FRA","France",10,1,1,1,NA,NA
1392,"RING",1116,"Ringinglow Bog",-1.601389,53.344722,410,"GBR","United Kingdom",48,0,NA,NA,NA,NA
1393,"SITCH",1117,"Salter Sitch",-1.568611,53.301667,365,"GBR","United Kingdom",48,0,NA,NA,NA,NA
1394,"LASPARDI",1118,"Las Pardillas Lake",-3.045278,42.045556,1870,"ESP","Spain",74,4,2,2,NA,NA
1395,"SEMENIC1",1119,"Semenic",22.059444,45.18,1400,"ROU","Romania",78,4,1,2,NA,NA
1396,"CSOGLE",1120,"Csögle",17.255,47.215833,134,"HUN","Hungary",52,5,1,1,NA,NA
1397,"NAGYMOHO",1121,"Nagy-Mohos",20.436389,48.326944,270,"HUN","Hungary",104,3,2,2,NA,NA
1398,"PAHOK",1122,"Alsópáhok",17.170278,46.774444,126,"HUN","Hungary",86,4,1,2,NA,NA
1399,"POLOSKE",1123,"Pölöske",16.924722,46.756111,153,"HUN","Hungary",88,4,1,1,NA,NA
1400,"POTRETE",1124,"Pötréte",16.933056,46.678889,141,"HUN","Hungary",63,5,1,2,NA,NA
1401,"SZIGLIGE",1125,"Szigliget",17.433333,46.8,118,"HUN","Hungary",53,3,1,2,NA,NA
1402,"ZALAVAR",1126,"Zalavár",17.155,46.785278,188,"HUN","Hungary",63,8,1,1,NA,NA
1403,"LOEDDIG",1127,"Löddigsee",11.85,53.433333,43,"DEU","Germany",268,14,2,2,NA,NA
1404,"LANGEFEN",1128,"Langes Fenn Kemnitzerheide",12.913611,52.313611,36,"DEU","Germany",98,5,2,2,NA,NA
1405,"VC2068",1129,"Borkum Riffgrund",6.766667,54.1,-33,"DEU","Germany",47,3,1,1,NA,NA
1406,"BRUCHBG1",1130,"Bruchberg",10.46,51.758889,825,"DEU","Germany",88,15,2,2,NA,NA
1407,"BRUCHBG2",1130,"Bruchberg",10.46,51.758889,825,"DEU","Germany",64,6,2,2,NA,NA
1408,"LUTTERS1",1131,"Lüttersee",10.161667,51.576667,164,"DEU","Germany",374,0,2,2,NA,NA
1409,"LUTTERS2",1131,"Lüttersee",10.161667,51.576667,164,"DEU","Germany",159,3,2,2,NA,545
1410,"AHLEQUEL",1132,"Ahlequellmoor",9.509444,51.730556,300,"DEU","Germany",64,6,2,2,NA,NA
1411,"LUDERHO1",1133,"Lüderholz",10.305833,51.684722,228,"DEU","Germany",35,2,1,2,NA,NA
1412,"SILBERHO",1134,"Silberhohl",10.1825,51.91,180,"DEU","Germany",131,3,2,2,NA,NA
1413,"UCKERSEE",1135,"Unter-Ückersee",13.85,53.25,10,"DEU","Germany",188,15,1,2,NA,NA
1414,"FEL1",1136,"Felchosee",14.133333,53.05,10,"DEU","Germany",106,8,2,2,NA,NA
1415,"FEL2",1136,"Felchosee",14.133333,53.05,10,"DEU","Germany",54,5,2,2,480,690
1416,"GKSE",1137,"Großer Krebssee",14.1,52.85,5,"DEU","Germany",44,2,1,1,NA,NA
1417,"GKREBSEE",1137,"Großer Krebssee",14.1,52.85,5,"DEU","Germany",125,5,1,1,NA,NA
1418,"GKSA",1137,"Großer Krebssee",14.1,52.85,5,"DEU","Germany",160,9,1,1,NA,NA
1419,"JH05",1138,"Lake Hancza",22.816667,54.266667,229,"POL","Poland",143,13,2,2,NA,NA
1420,"VOULKARI",1139,"Lake Voulkaria",20.833333,38.866667,0,"GRC","Greece",125,22,2,2,NA,NA
1421,"KMO2",1140,"Kleinen Mochowsee",14.198889,51.996389,49,"DEU","Germany",59,4,2,2,NA,NA
1422,"SONENBGM",1141,"Sonnenberger Moor",10.516111,51.768056,780,"DEU","Germany",59,6,2,2,NA,NA
1423,"BOKABLA1",1142,"Bokanjacko",15.233333,44.183333,25,"HRV","Croatia",40,2,2,2,NA,NA
1424,"BOKABLA2",1142,"Bokanjacko",15.233333,44.183333,25,"HRV","Croatia",32,0,1,1,NA,NA
1425,"RAPERSH1",1143,"Rappershausen",10.391389,50.379167,384,"DEU","Germany",57,0,1,2,NA,NA
1426,"WEISSFOR",1144,"Moor im Weissenstadter Forst",11.880278,50.136667,725,"DEU","Germany",34,3,1,2,NA,NA
1427,"ROTTENBA",1145,"Das Moor bei Rottenbach",10.962778,50.394444,465,"DEU","Germany",28,0,1,1,NA,NA
1428,"SCHWARMO",1146,"Das Schwarze Moor in der Rhön",10.069722,50.511389,781,"DEU","Germany",41,0,1,1,NA,NA
1429,"SEELOH92",1147,"Die Seelohe",11.858889,50.026111,778,"DEU","Germany",51,3,2,2,NA,NA
1430,"WOLOHE1",1148,"Die Wolfslohe im Steinwald",12.040278,49.9075,718,"DEU","Germany",23,2,1,2,NA,NA
1431,"WOLOHE2",1148,"Die Wolfslohe im Steinwald",12.040278,49.9075,718,"DEU","Germany",33,0,1,1,NA,NA
1432,"SAUBORST",1149,"Sauborst im Rehauer Forst",12.099444,50.276111,572,"DEU","Germany",37,2,1,2,NA,NA
1433,"FICHBE57",1150,"Das Moor bei Fichtelberg",11.849722,49.9925,625,"DEU","Germany",71,0,1,1,NA,NA
1434,"FICHBE92",1150,"Das Moor bei Fichtelberg",11.849722,49.9925,625,"DEU","Germany",46,0,1,1,NA,NA
1435,"RADAUE56",1151,"Radauer Born",10.548056,51.801389,800,"DEU","Germany",10,0,1,1,NA,NA
1436,"RADAUER1",1151,"Radauer Born",10.548056,51.801389,800,"DEU","Germany",26,0,1,1,NA,NA
1437,"RADAUER2",1151,"Radauer Born",10.548056,51.801389,800,"DEU","Germany",23,0,1,1,NA,NA
1438,"SEELOH57",1147,"Die Seelohe",11.858889,50.026111,778,"DEU","Germany",23,0,1,1,NA,NA
1439,"ROTEMOR1",1152,"Rotemoor",9.984444,50.468333,805,"DEU","Germany",30,0,1,1,NA,NA
1440,"BELIYA2C",1153,"Beliya Kanton",24.139722,41.733611,1547,"BGR","Bulgaria",24,4,2,2,NA,NA
1441,"RD7B",1154,"Lake Sedmo Rilsko",23.326944,42.210833,2095,"BGR","Bulgaria",28,3,1,2,NA,480
1442,"BONNII1",1155,"Bonnier",3.905556,43.564444,2,"FRA","France",43,0,1,1,NA,NA
1443,"MEJEANI1",1156,"Méjean",3.910556,43.557222,1,"FRA","France",68,0,1,1,NA,NA
1444,"MEJEANII",1156,"Méjean",3.910556,43.557222,1,"FRA","France",50,0,1,1,NA,NA
1445,"STADEIII",1157,"Le Stade",3.907778,43.567222,4,"FRA","France",95,0,1,1,NA,NA
1446,"SERRE",1158,"Tourbière du massif de la Serre",5.547222,47.176111,346,"FRA","France",27,0,1,1,NA,NA
1447,"ORESTG25",1159,"Lake Orestiás",21.257778,40.511667,630,"GRC","Greece",82,3,2,2,NA,350
1448,"SALOIO",1160,"Lake Saloio",-9.015833,39.613333,70,"PRT","Portugal",24,1,1,1,NA,NA
1449,"LAILIAS",1161,"Lailias",23.599444,41.267778,1420,"GRC","Greece",27,3,2,2,NA,NA
1450,"SIDON1",1162,"Sidon",35.368611,33.564167,1,"LBN","Lebanon",8,3,1,1,NA,NA
1451,"TYR1",1163,"Tyre",35.203056,33.278056,3,"LBN","Lebanon",8,7,1,1,NA,NA
1452,"LAVPICCO",1164,"Lago Piccolo di Avigliana",7.388333,45.233,356,"ITA","Italy",387,16,2,2,NA,NA
1453,"CABURN",1165,"Caburn",0.050556,50.857222,6,"GBR","United Kingdom",58,4,2,2,NA,NA
1454,"DOWELS",1166,"The Dowels Walland marsh",0.828056,51.043611,0,"GBR","United Kingdom",39,4,2,2,NA,NA
1455,"HMS",1167,"Horsemarsh Sewer",0.826667,51.051944,0,"GBR","United Kingdom",49,5,2,2,NA,NA
1456,"HOPEFARM",1168,"Hope farm Walland marsh",0.835556,51.017778,2,"GBR","United Kingdom",37,4,2,2,NA,NA
1457,"LCC",1169,"Little Cheyne Court Walland marsh",0.83,50.962778,3,"GBR","United Kingdom",47,4,2,2,NA,NA
1458,"BOITES1",1041,"Lac des Boites",5.885278,45.056111,1560,"FRA","France",60,5,1,2,NA,NA
1459,"LA13",1170,"Lake of Annecy",6.172222,45.856667,447,"FRA","France",35,8,2,2,NA,NA
1460,"SLA13",1170,"Lake of Annecy",6.172222,45.856667,447,"FRA","France",40,0,1,1,NA,NA
1461,"ANNECY",1170,"Lake of Annecy",6.172222,45.856667,447,"FRA","France",172,14,2,1,NA,1100
1462,"MAHARLOU",1171,"Maharlou Lake",52.759722,29.477222,1455,"IRN","Iran, Islamic Republic of",67,4,1,1,NA,NA
1463,"ALMALOU3",1172,"Lake Almalou",46.631944,37.665278,2410,"IRN","Iran, Islamic Republic of",53,8,1,1,NA,NA
1464,"BUR",1173,"Bad Urach",9.405,48.479444,466,"DEU","Germany",19,2,1,1,NA,NA
1465,"BUS8707",1174,"Bodensee-Untersee",8.973611,47.720833,395,"DEU","Germany",62,0,1,1,NA,NA
1466,"KIN",1175,"Kirschheim unter Teck",9.4725,48.617222,350,"DEU","Germany",31,0,1,1,NA,NA
1467,"OVSA",1176,"Oberderdingen-Großvillars",8.760278,49.0425,207,"DEU","Germany",26,3,1,1,NA,NA
1468,"OVSC1",1176,"Oberderdingen-Großvillars",8.760278,49.0425,207,"DEU","Germany",69,6,2,2,NA,NA
1469,"MERZDORF",1177,"Merzdorf",13.533333,51.4,100,"DEU","Germany",80,3,1,2,NA,NA
1470,"ADR309",1178,"ADR309",17.19,41.818333,-929,"MES","Mediterranean Sea",42,0,1,1,NA,NA
1471,"ADR353",1179,"ADR353",17.633056,42.12,-1207,"MES","Mediterranean Sea",41,0,1,1,NA,NA
1472,"MD952039",1180,"MD95-2039",-10.348333,40.578333,-3381,"ATO","Atlantic ocean",183,21,1,1,NA,NA
1473,"MD952043",1181,"MD95-2043",-2.621111,36.143333,-1841,"MES","Mediterranean Sea",262,21,1,1,NA,NA
1474,"MD992348",1182,"MD99-2348 (103)",3.841667,42.692778,-296,"MES","Mediterranean Sea",96,12,1,1,NA,NA
1475,"PRGL14",1183,"PRGL 1-4",3.8375,42.689722,-299,"MES","Mediterranean Sea",24,0,1,1,NA,NA
1476,"FANGEAS",1184,"Fangeas",6.449444,44.716111,2000,"FRA","France",33,3,2,2,NA,40
1477,"HUZ1",1185,"Huzenbacher See",8.348056,48.574444,747,"DEU","Germany",41,4,1,1,NA,NA
1478,"HUZ2",1185,"Huzenbacher See",8.348056,48.574444,747,"DEU","Germany",364,22,2,2,NA,NA
1479,"ORTA3",1186,"Ortasee",8.4,45.816667,290,"ITA","Italy",44,0,1,1,NA,NA
1480,"ORTA4",1186,"Ortasee",8.4,45.816667,290,"ITA","Italy",45,0,1,1,NA,NA
1481,"ORTA5",1186,"Ortasee",8.4,45.816667,290,"ITA","Italy",42,0,1,1,NA,NA
1482,"BIBERACH",1187,"Biberach",9.767778,48.115,579,"DEU","Germany",70,0,1,1,NA,NA
1483,"PRD4",1188,"PRD-4",-8.516667,42.533333,260,"ESP","Spain",47,6,2,2,NA,NA
1484,"ABIARE",1189,"Abiare",9.1,37.15,110,"TUN","Tunisia",34,1,1,1,NA,NA
1485,"BMTIRBOG",1190,"Beni M'tir",8.7,36.716667,663,"TUN","Tunisia",28,1,1,1,NA,NA
1486,"BMTIRMAR",1190,"Beni M'tir",8.7,36.716667,663,"TUN","Tunisia",41,1,1,1,NA,NA
1487,"DARFATMA",1191,"Dar Fatma",8.766667,36.816667,780,"TUN","Tunisia",106,7,1,1,NA,NA
1488,"KEFEDDBA",1192,"Kef Eddbaâ",8.35,36.666667,800,"TUN","Tunisia",18,0,1,1,NA,NA
1489,"MAJENHMI",1193,"Majen Ben H'mida",9.083333,37.133333,330,"TUN","Tunisia",76,5,1,1,NA,NA
1490,"MAJORBOG",1194,"Majen El Orbi",9.083333,37.15,200,"TUN","Tunisia",144,6,1,1,NA,NA
1491,"MAJORMAR",1194,"Majen El Orbi",9.083333,37.15,200,"TUN","Tunisia",112,2,1,1,NA,NA
1492,"OUINETEN",1195,"Ouinet Ennessours",8.4,36.6,1050,"TUN","Tunisia",16,1,1,1,NA,NA
1493,"FATMA4",1191,"Dar Fatma",8.766667,36.816667,780,"TUN","Tunisia",17,1,1,1,NA,NA
1494,"FATMA3",1191,"Dar Fatma",8.766667,36.816667,780,"TUN","Tunisia",28,0,1,1,NA,NA
1495,"GHORRA01",1196,"Djebel El Ghorra",8.394722,36.5975,1203,"TUN","Tunisia",51,5,1,1,NA,NA
1496,"GHORRA04",1196,"Djebel El Ghorra",8.394722,36.5975,1203,"TUN","Tunisia",27,0,1,1,NA,NA
1497,"ORBI1",1194,"Majen El Orbi",9.083333,37.15,200,"TUN","Tunisia",187,0,1,1,NA,NA
1498,"MHIRIS",1197,"Mhiris el Hamrane",8.784444,36.795556,550,"TUN","Tunisia",22,0,1,1,NA,NA
1499,"ARAGO",1198,"Caune de l'Arago",2.750556,42.839167,200,"FRA","France",238,0,1,1,NA,NA
1500,"BOURDIM",1199,"Bourdim",8.253889,36.803333,13,"DZA","Algeria",65,4,1,1,NA,NA
1501,"GARATOUE",1200,"Garaat El-Ouez",8.333333,36.818333,45,"DZA","Algeria",48,4,1,1,NA,NA
1502,"ESTEBAN",1201,"San Esteban del valle",-4.966389,40.319167,1600,"ESP","Spain",9,0,1,1,NA,NA
1503,"BABIDOL",1202,"Babi Dól",18.310833,54.294167,187,"POL","Poland",5,0,1,1,NA,NA
1504,"STMOMES2",1203,"Saint-Momelin",2.251667,50.794167,2,"FRA","France",89,9,2,1,NA,NA
1505,"WATENP12",1204,"Watten",2.213333,50.833611,2,"FRA","France",24,2,1,2,2000,NA
1506,"WATTENS1",1204,"Watten",2.213333,50.833611,2,"FRA","France",73,7,2,2,NA,1500
1507,"MARINET1",1205,"Marinet",6.861944,44.563056,2532,"FRA","France",24,0,NA,NA,NA,NA
1508,"GAI1",1206,"Gaienhofen",8.975833,47.679444,408,"DEU","Germany",63,2,NA,NA,NA,NA
1509,"UDOLI",1207,"Anenské údolí",16.1175,50.588611,696,"CZE","Czech Republic",26,4,NA,NA,NA,NA
1510,"KR5A",1208,"Tpské raseliniste Mire",15.7125,50.738889,1425,"CZE","Czech Republic",30,3,NA,NA,NA,NA
1511,"KR5C",1208,"Tpské raseliniste Mire",15.7125,50.738889,1425,"CZE","Czech Republic",34,2,NA,NA,NA,NA
1512,"BRENTENL",1209,"Brentenlohe",12.4625,49.787222,745,"DEU","Germany",32,3,NA,NA,NA,NA
1513,"BROUMOVS",1210,"Broumovské steny",16.2825,50.555833,654,"CZE","Czech Republic",9,0,NA,NA,NA,NA
1514,"BREZOVA",1211,"Brezová",16.2275,50.606389,464,"CZE","Czech Republic",21,0,NA,NA,NA,NA
1515,"BROUMOV2",1210,"Broumovské steny",16.2825,50.555833,654,"CZE","Czech Republic",11,0,NA,NA,NA,NA
1516,"KR1A",1212,"Cerná Hora",15.755833,50.660556,1206,"CZE","Czech Republic",14,4,NA,NA,NA,NA
1517,"CV23A",1213,"Doupe",15.424444,49.234167,593,"CZE","Czech Republic",31,0,NA,NA,NA,NA
1518,"HERMANKO",1214,"Hermánkovice",16.324444,50.617778,440,"CZE","Czech Republic",7,0,NA,NA,NA,NA
1519,"CV3A",1215,"Hojkov",15.416111,49.388611,638,"CZE","Czech Republic",37,0,NA,NA,NA,NA
1520,"TEPLICE",1216,"Teplice nad Metují",16.173611,50.618889,466,"CZE","Czech Republic",22,0,NA,NA,NA,NA
1521,"ROCKLIN2",1217,"Rockliny",16.111667,50.594167,686,"CZE","Czech Republic",7,0,NA,NA,NA,NA
1522,"STOVANHS",1218,"Stonava",18.543333,49.815833,263,"CZE","Czech Republic",6,0,NA,NA,NA,NA
1523,"KR2A",1208,"Tpské raseliniste Mire",15.7125,50.738889,1425,"CZE","Czech Republic",8,4,NA,NA,NA,NA
1524,"KR2B",1208,"Tpské raseliniste Mire",15.7125,50.738889,1425,"CZE","Czech Republic",8,4,NA,NA,NA,NA
1525,"KR2C",1208,"Tpské raseliniste Mire",15.7125,50.738889,1425,"CZE","Czech Republic",31,1,NA,NA,NA,NA
1526,"PS4A",1219,"Vacovice",13.790278,49.140556,718,"CZE","Czech Republic",14,0,NA,NA,NA,NA
1527,"SA5A",1220,"Velká niva",13.818611,48.924167,765,"CZE","Czech Republic",32,0,NA,NA,NA,NA
1528,"SA8A",1220,"Velká niva",13.818611,48.924167,765,"CZE","Czech Republic",50,2,NA,NA,NA,NA
1529,"CV4A",1221,"Horní Pole",15.314722,49.213056,691,"CZE","Czech Republic",35,0,NA,NA,NA,NA
1530,"HRABANOS",1222,"Hrabanoská cernava",14.831667,50.216389,184,"CZE","Czech Republic",71,4,NA,NA,NA,NA
1531,"HYNCICE",1223,"Hyncice",16.2925,50.622222,419,"CZE","Czech Republic",11,0,NA,NA,NA,NA
1532,"MB2A",1224,"Jancík",18.550833,49.4925,780,"SVK","Slovakia",17,0,NA,NA,NA,NA
1533,"MB3A",1224,"Jancík",18.550833,49.4925,780,"SVK","Slovakia",12,0,NA,NA,NA,NA
1534,"SA12A",1225,"Knízecí pláne",13.635278,48.964722,998,"CZE","Czech Republic",40,1,NA,NA,NA,NA
1535,"KRINICE",1226,"Krinice",16.309167,50.569722,390,"CZE","Czech Republic",21,0,NA,NA,NA,NA
1536,"OH1A",1227,"Kunstátská",16.45,50.25,1005,"CZE","Czech Republic",18,0,NA,NA,NA,NA
1537,"OH2A",1227,"Kunstátská",16.45,50.25,1005,"CZE","Czech Republic",15,0,NA,NA,NA,NA
1538,"SA21A",1228,"Malá niva",13.816111,48.913889,754,"CZE","Czech Republic",53,3,NA,NA,NA,NA
1539,"MARTINKO",1229,"Martínkovice",16.337778,50.546667,390,"CZE","Czech Republic",35,0,NA,NA,NA,NA
1540,"PS6A",1230,"Mladotice",13.795278,49.222778,633,"CZE","Czech Republic",14,0,NA,NA,NA,NA
1541,"PS3A",1231,"Nahorany",13.83,49.137222,659,"CZE","Czech Republic",20,0,NA,NA,NA,NA
1542,"PS7A",1232,"Nemcice",13.801389,49.191944,556,"CZE","Czech Republic",14,0,NA,NA,NA,NA
1543,"SA11A",1233,"Rokytecká slat",13.411944,49.015278,1077,"CZE","Czech Republic",67,1,NA,NA,NA,NA
1544,"CV6A",1234,"Stálkov",15.300556,49.027778,633,"CZE","Czech Republic",17,0,NA,NA,NA,NA
1545,"SA19A",1235,"Strázenská slat",13.742222,48.898889,804,"CZE","Czech Republic",68,2,NA,NA,NA,NA
1546,"CV8A",1236,"Suchdol",15.241667,49.132778,634,"CZE","Czech Republic",40,0,NA,NA,NA,NA
1547,"TEPLUDOL",1237,"Teplické údolí",16.131667,50.585,715,"CZE","Czech Republic",54,5,NA,NA,NA,NA
1548,"BK3A",1238,"Královec",18.027778,49.131944,599,"CZE","Czech Republic",26,2,NA,NA,NA,NA
1549,"KANCELAR",1239,"Kancelársky prikop",16.104167,50.646667,677,"CZE","Czech Republic",23,2,NA,NA,NA,NA
1550,"KRAVIHOR",1240,"Kraví Hora",16.1525,50.584167,713,"CZE","Czech Republic",25,2,NA,NA,NA,NA
1551,"SA16C",1241,"Mrtv8 luh",13.883056,48.866944,737,"CZE","Czech Republic",136,4,NA,NA,NA,NA
1552,"VLCIROKL",1242,"Vlci rokle",16.128333,50.604444,583,"CZE","Czech Republic",47,4,NA,NA,NA,NA
1553,"ELPAYO",1243,"El Payo",-6.771111,40.253333,984,"ESP","Spain",20,1,NA,NA,NA,NA
1554,"PIRULEJO",1244,"El Pirulejo",-4.195,37.438889,660,"ESP","Spain",16,1,NA,NA,NA,NA
1555,"PRAZO",1245,"Prazo",-7.243333,41.072222,660,"PRT","Portugal",5,0,NA,NA,NA,NA
1556,"LLIGAT",1246,"Posidonia Lligat",-3.291111,42.292222,-3,"ESP","Spain",32,5,NA,NA,NA,NA
1557,"CASILLAS",1247,"Puerto de Casillas",-4.568889,40.333056,1200,"ESP","Spain",7,0,NA,NA,NA,NA
1558,"CERIPAS",1248,"Laguna de Ceripas",-5.605833,41.831944,678,"ESP","Spain",9,0,NA,NA,NA,NA
1559,"PPARDA",1249,"Peña Parda",-2.626111,42.599167,975,"ESP","Spain",12,0,NA,NA,NA,NA
1560,"ADAJA",1250,"Almenara de Adaja",-4.668056,41.191944,784,"ESP","Spain",25,2,NA,NA,NA,NA
1561,"MOLINAES",1251,"La Molina mire",6.327222,43.381111,650,"ESP","Spain",152,6,NA,NA,NA,NA
1562,"AREO",1252,"Monte Areo mire",-5.768889,43.528889,200,"ESP","Spain",55,12,NA,NA,NA,NA
1563,"CARRANQU",1253,"Toledo Carranque",-3.900833,40.169444,661,"ESP","Spain",3,0,NA,NA,NA,NA
1564,"SAUCEDO",1254,"El Saucedo",-4.8925,39.936111,366,"ESP","Spain",4,0,NA,NA,NA,NA
1565,"PANERA",1255,"Turbera de La Panera Cabras",-5.758056,40.165833,1648,"ESP","Spain",23,1,NA,NA,NA,NA
1566,"CUCU",1256,"Cucú cueva",-2.258056,37.638611,1600,"ESP","Spain",4,0,NA,NA,NA,NA
1567,"PEPA",1257,"Sierra de la Pepa",-6.014722,39.39,518,"ESP","Spain",5,0,NA,NA,NA,NA
1568,"SERRANIL",1258,"Puerto de Serranillos",-4.934167,40.307222,1700,"ESP","Spain",34,4,NA,NA,NA,NA
1569,"CANALEJA",1259,"Canaleja",-2.45,40.9,1029,"ESP","Spain",6,2,NA,NA,NA,NA
1570,"BAJONDI",1260,"Bajondillo",-4.496389,36.619722,20,"ESP","Spain",103,7,NA,NA,NA,NA
1571,"YESERAS",1261,"Camino de las Yeseras",-3.503056,40.441944,580,"ESP","Spain",18,1,NA,NA,NA,NA
